Date_UTC,MLT,MLAT,GLON,GLAT
2007-09-15 12:46:46,346.20,-69.40,142.80,-56.50
2007-09-16 10:01:53,340.00,-67.80,165.30,-59.30
2007-09-17 22:24:44,343.10,-67.80,48.60,-68.90
2007-09-18 11:21:50,346.90,-68.20,156.50,-57.70
2007-09-18 12:51:59,327.60,-69.40,130.80,-55.10
2007-09-19 01:04:19,342.70,-67.00,0.70,-79.50
2007-09-19 10:54:57,353.90,-68.70,164.80,-60.10
2007-09-19 11:07:13,359.00,-69.20,165.60,-60.80
2007-09-20 17:50:54,355.10,-63.40,99.20,-49.90
2007-09-20 18:36:54,329.10,-64.90,75.10,-55.90
2007-09-20 22:36:06,331.10,-64.10,26.50,-69.30
2007-09-21 13:34:38,330.80,-67.50,126.60,-53.20
2007-09-21 17:46:06,345.20,-67.70,96.10,-54.60
2007-09-21 18:29:39,337.50,-66.60,83.40,-55.80
2007-09-21 18:49:16,332.90,-68.30,79.20,-59.00
2007-09-22 05:03:13,4.50,-65.70,261.20,-79.50
2007-09-22 06:03:56,346.50,-65.30,217.40,-71.00
2007-09-22 07:35:56,352.00,-65.50,202.00,-66.80
2007-09-22 14:02:57,353.40,-66.80,136.70,-53.30
2007-09-22 15:25:08,327.70,-65.80,107.70,-51.60
2007-09-23 00:07:42,329.60,-66.80,2.20,-79.00
2007-09-23 03:27:39,338.10,-67.60,250.00,-80.50
2007-09-23 03:59:32,331.60,-67.70,228.40,-76.90
2007-09-23 04:52:17,330.00,-64.20,220.90,-70.50
2007-09-23 20:07:23,4.60,-66.40,84.80,-55.20
2007-09-23 21:44:17,344.10,-66.40,54.70,-64.50
2007-09-24 00:15:47,327.40,-65.30,350.50,-78.40
2007-09-24 02:20:17,325.00,-65.50,264.30,-79.60
2007-09-24 20:37:32,351.00,-68.20,73.70,-60.60
2007-09-24 20:54:43,325.00,-68.80,54.40,-68.50
2007-09-25 06:49:02,341.50,-67.30,199.90,-68.40
2007-09-25 10:01:37,13.80,-70.90,182.70,-67.60
2007-09-25 12:55:48,1.20,-71.90,148.60,-59.80
2007-09-25 14:00:12,343.80,-72.30,130.20,-57.70
2007-09-25 16:43:58,331.50,-68.50,98.40,-55.10
2007-09-26 03:51:16,339.60,-68.20,240.20,-79.90
2007-09-26 04:17:39,340.20,-68.70,230.00,-78.70
2007-09-26 05:07:56,340.20,-68.70,216.60,-75.40
2007-09-26 10:45:16,326.20,-69.50,148.40,-57.50
2007-09-26 12:12:22,348.20,-69.50,148.50,-57.50
2007-09-26 19:50:31,340.60,-68.30,74.60,-60.40
2007-09-27 22:12:19,323.20,-64.00,24.60,-69.70
2007-09-27 23:33:16,338.10,-65.50,22.70,-72.70
2007-09-28 10:51:37,333.80,-67.70,153.20,-56.60
2007-09-28 16:28:20,330.60,-68.30,100.20,-54.70
2007-09-28 18:52:28,339.20,-66.50,80.90,-56.30
2007-09-29 04:17:21,10.10,-61.90,307.00,-77.40
2007-09-29 12:31:42,324.90,-66.90,131.90,-53.00
2007-09-29 14:36:49,318.00,-65.60,108.50,-51.40
2007-09-29 22:50:33,333.80,-64.20,26.50,-69.50
2007-09-30 00:07:50,316.10,-65.40,330.70,-80.30
2007-09-30 04:28:30,327.50,-66.70,219.00,-73.30
2007-09-30 06:40:58,327.70,-65.80,193.30,-64.60
2007-09-30 18:15:16,318.50,-69.80,78.00,-61.30
2007-09-30 20:13:39,359.20,-71.20,85.90,-60.70
2007-09-30 23:33:35,341.80,-69.30,38.10,-75.10
2007-10-01 01:57:43,307.40,-67.10,238.90,-78.20
2007-10-01 13:14:50,322.30,-69.50,123.70,-54.90
2007-10-01 15:37:45,322.80,-68.70,103.40,-54.70
2007-10-01 15:46:57,352.90,-68.60,120.10,-54.00
2007-10-01 20:26:38,340.60,-68.30,69.30,-62.30
2007-10-01 20:41:58,345.90,-69.70,72.40,-63.10
2007-10-01 21:26:44,321.50,-69.30,47.40,-72.00
2007-10-02 03:50:41,3.80,-67.20,305.70,-82.90
2007-10-02 08:37:06,325.90,-67.60,169.80,-60.10
2007-10-03 04:55:48,315.50,-66.70,202.60,-68.50
2007-10-03 08:34:46,328.80,-64.30,175.20,-58.10
2007-10-03 20:06:36,328.30,-66.90,62.20,-62.70
2007-10-05 07:24:26,341.80,-65.70,195.70,-65.20
2007-10-05 07:56:20,325.40,-66.60,177.20,-61.00
2007-10-05 11:37:08,356.90,-68.80,159.50,-58.90
2007-10-05 16:41:21,320.60,-71.40,94.60,-58.80
2007-10-06 02:00:06,341.20,-68.80,326.90,-84.30
2007-10-06 06:09:43,317.90,-70.20,185.00,-67.40
2007-10-06 09:33:21,352.10,-67.80,177.60,-62.40
2007-10-06 11:07:48,326.80,-70.60,144.60,-57.90
2007-10-07 00:56:25,315.60,-70.50,284.50,-86.10
2007-10-07 17:09:10,351.00,-68.20,105.80,-54.00
2007-10-09 12:19:16,354.80,-69.10,151.20,-57.60
2007-10-10 07:10:15,343.10,-69.10,193.40,-68.70
2007-10-18 10:54:21,313.50,-66.40,139.70,-53.30
2007-10-18 18:02:28,328.80,-66.60,82.90,-55.90
2007-10-19 05:50:52,353.20,-64.40,228.60,-72.70
2007-10-19 12:51:00,334.10,-63.90,134.10,-50.40
2007-10-19 23:19:03,338.70,-66.00,30.30,-71.50
2007-10-20 00:19:09,311.90,-68.60,317.00,-84.30
2007-10-21 12:22:23,6.10,-64.90,160.00,-55.20
2007-10-21 14:03:08,337.40,-68.30,124.80,-53.80
2007-10-21 14:26:17,351.60,-67.40,130.00,-53.30
2007-10-21 15:55:49,352.40,-67.10,117.40,-52.60
2007-10-21 19:11:29,344.00,-70.70,86.20,-60.00
2007-10-21 20:31:13,331.00,-68.80,64.10,-64.90
2007-10-23 09:16:09,336.40,-67.30,170.00,-59.90
2007-10-23 11:47:38,329.30,-68.50,140.20,-55.30
2007-10-24 22:21:19,347.70,-66.80,53.20,-65.60
2007-10-25 10:20:09,330.90,-66.60,156.30,-56.20
2007-10-25 15:39:41,18.50,-61.20,136.90,-48.30
2007-10-25 15:43:59,347.30,-62.40,114.70,-48.30
2007-10-26 10:15:57,327.60,-68.10,153.90,-57.10
2007-10-27 08:07:16,341.00,-65.60,186.50,-62.40
2007-10-27 08:37:19,2.70,-65.70,196.90,-65.50
2007-10-27 09:04:55,306.60,-67.30,152.20,-56.00
2007-10-27 22:21:38,332.50,-67.00,41.10,-70.00
2007-10-28 00:39:01,322.10,-66.50,332.40,-81.50
2007-10-29 06:07:52,338.50,-67.20,204.80,-69.80
2007-10-29 07:31:54,327.30,-68.90,178.90,-64.00
2007-10-29 12:52:40,316.90,-67.80,122.00,-53.30
2007-10-30 06:38:02,323.20,-65.90,189.50,-63.60
2007-10-30 09:08:18,330.10,-68.70,165.50,-60.20
2007-10-30 09:27:56,333.80,-68.50,165.00,-59.90
2007-10-31 13:30:18,314.80,-68.60,115.00,-54.00
2007-10-31 15:24:23,304.60,-70.20,94.20,-57.60
2007-10-31 17:54:39,336.40,-67.30,89.60,-55.20
